Hotel Name,Content,Rating,Date of stay,
M Social Singapore (SG Clean),"Great location and always wanted to stay here as i frequent the area as a global traveller. 
Room was tiny, check in took 30 mins because it was friday night. 
Probably wouldnt stay here again",6,29-May-22,
M Social Singapore (SG Clean),Staff at reception not helpful and rigid.,6,1-Jun-22,
M Social Singapore (SG Clean),"I booked a loft with a private balcony. The balcony condition is so bad and dirty, the sofa is wet, no lights, we can't even use it. The swimming pool is without any staff, no one gives us a tower after our swim. The worse part is the check-in and check-out caused us close to an hour.",2,9-Jun-22,
M Social Singapore (SG Clean),"Check in time was supposed to be at 3pm, but the reception was only able to tend to us at 3:45pm and we had to wait another 15mins for the room to be ready.

Shower head wasn't functioning well as the water kept changing between hot and cold.",6,12-Jun-22,
M Social Singapore (SG Clean),I ask when i book if they could give me 2 single beds instead of queen size bed ..but was not accomodated,4,28-Jun-22,
M Social Singapore (SG Clean),Robertson Quay is a good place to enjoy restaurants and riverside location.,4,4-Jul-22,
M Social Singapore (SG Clean),Good location ,8,14-Jul-22,
M Social Singapore (SG Clean),"Overpriced hotel with poor service. Furthermore to cut costs the hotel fails to uphold cleanliness and other standards. For instance garbage in the hallways. 

Small rooms. 

The breakfast buffet is not worth it. Flies all over the fruit and an automated machine that makes horrible omelets. 

The only thing going for it is the location. ",4,19-Jul-22,
M Social Singapore (SG Clean),"Decent hotel, especially given the pricing at the time. Location is good though about 1km away from the nearest MRT. Rooms were clean and nice but small. Nice to see masks and hand sanitizer provided as well as toiletries. ",8,19-Jul-22,
M Social Singapore (SG Clean),Really lovely staff and great location,10,31-Jul-22,
M Social Singapore (SG Clean),Enjoyable and pleasant. Room given was good ,10,13-Aug-22,
M Social Singapore (SG Clean),It was a quiet place away from the busy part of Singapore,10,13-Aug-22,
M Social Singapore (SG Clean),Great service ,10,14-Aug-22,
M Social Singapore (SG Clean),Rooms are small and dark.  The doors are heavy and takes an effort to open,6,1-Sep-22,
M Social Singapore (SG Clean),"Hotel is very average, room was tired and grimey, food & drinks over priced, and staff not welcoming. The only saving grace is the location is excellent",6,1-Sep-22,
M Social Singapore (SG Clean),Good clean hotel,10,24-Jun-21,
M Social Singapore (SG Clean),"Staff/customer service were excellent but the hotel itself needs an update. The door handle and lock to the room were flimsy, the wiring was bad (bathroom light flicked on/off intermittently) and shower temperature did not stay consistent. For the price I've paid, the property was disappointing.",4,19-Sep-22,
M Social Singapore (SG Clean),Nice hotel with great location. Staff were very helpful. Room/bed was comfortable but room was pretty small. The location of the hotel was 10-15min walk to the train but the riverside walk area was very nice. Lots of restaurants on the river.,8,23-Sep-22,
M Social Singapore (SG Clean),"Seemed basic and quite dark, but the swimming pool was very nice",6,24-Sep-22,
M Social Singapore (SG Clean),"I stayed at the loft room which is very decently priced. The sitting area comfortably accomodates a party of four. One will be able to sleep very well with the high quality bedding provided. However, I could only walk sideways when manouvering around the bedroom. The bedroom will not have any space for your luggage, or anything else for that matter so save yourself the trouble of lugging anything up. Also take extra when using the basin which is located under the stairs, outside of the bathroom, especially when you are tall. Might just bump your head on the stairs. There is no room service but there is a really nice restaurant, Beast and Butterflies, on the ground level.",6,8-Apr-22,
M Social Singapore (SG Clean),"Lobby is small and long lines for access to reception. Rooms are small but interestingly designed. Would have been a nice enough accomodation in its earlier days but looked a bit tired and quite dirty in areas. No iron in the room, the ironing board that was delivered was broken. Staff were friendly and attentive but a little overrun. ",6,28-Mar-22,
M Social Singapore (SG Clean),"So I dropped my bags off at the hotel for the hotel to store them, due to me being there a few hours before check-in. The front desk clerk ticketed both my bags and gave me the receipts for both. When I returned at check-in, it was discovered that the hotel had allowed another guest to take my bag. The managers asked me to give them time to sort out the issue and I did. My bag was located and returned to me FOUR hours later; nothing missing, but still a major inconvenience. I was offered no type of compensation rather than a few apologies. My room had many loose hairs scattered all about the room and the carpet was dirty. The refridergator had liquid stains throughout it and the windows were smudged with finger prints. I had to return to the front desk several times due to my room key card not working at random times after leaving my room. For the price that I paid, my experience was pretty sub par. ",6,5-Sep-22,
M Social Singapore (SG Clean),Housekeeping can be better,10,15-Mar-22,
M Social Singapore (SG Clean),Peaceful and comfortable. ,10,25-Mar-22,
M Social Singapore (SG Clean),The room is nice but the Toilet and shower is on the smaller side. Can do better with the cleanness of the room. ,8,14-Jul-21,
M Social Singapore (SG Clean),"There is no chair in the room, hence, when dine-in in the room, we need to hold the hot food package with our hands and sit on the bed to eat,  otherwise, we will need stand by the table to eat. Hence, not comfortable to eat in room. Next, the breakfasr was not served to the room missed out the fruits that we have ordered. ",8,6-Aug-21,
M Social Singapore (SG Clean),Love the loft terrace room! Breakfast was so so only. But overall it was a very comfortable and romantic room for our couple staycay! ,10,29-Sep-21,
M Social Singapore (SG Clean),There are nice restaurants nearby. ,6,3-Oct-21,
M Social Singapore (SG Clean),Loft Gallery room was really modern and comfortable. Customer service was below expectations.,8,19-Oct-21,
M Social Singapore (SG Clean),Bathroom was full of mold.  Ceiling and corners.  Dirty toilets was found behind sofa.,2,24-Oct-21,
M Social Singapore (SG Clean),"Waited THREE HOURS in line to check-in. Probably my longest ever wait-in-line anywhere in my 50+ years of existence. Understand the longer processing time due to Covid-19 security measures but 3 hours?! And when we finally got to the counter, staff told us our room is not ready. This was at 7pm when the check-in time was supposedly 3pm! The hotel was severely understaff and the check-in process ill-equipped to handle even a moderate crowd of 20 or so check-ins.",2,1-Nov-21,
M Social Singapore (SG Clean),Took us 45mins to check in. Cleanliness of room can be greatly improved.,4,7-Nov-21,
M Social Singapore (SG Clean),"The property is not aging well, carpets are not vacuumed, personnel is not friendly, nobody answer the phone, good location though. ",6,22-Nov-21,
M Social Singapore (SG Clean),Staff was rude and hotel room was really small. Single bed size was relatively smaller than the usual size.,2,31-Jul-21,
M Social Singapore (SG Clean),ROOM WASNT READY TILL 1730HRS. HAD TO WAIT OUTSIDE HOTEL,6,30-Nov-21,
M Social Singapore (SG Clean),"This hotel stay should be for solo traveller only.
unbelievable small bed, and toilet.
I am  middle built person with I find it very uncomfortable moving around in the toilet.

small walkway : meaning very noisy if anyone walk pass the room.

the only good point is the hotel has 4 lift, this make the waiting time to the room hort 
",4,29-Nov-21,
M Social Singapore (SG Clean),"Requested for quiet room but was assigned to room 419 where we can hear a constant loud engine humming noise. Hotel staff explained that it comes from a chiller upstairs, but the noise is unbearable. Although the reception had shifted us to a quieter room in the end, we shouldn't had needed to move and they should not offer an unlivable room to guests.",6,7-Feb-22,
M Social Singapore (SG Clean),Terrible exp. No response. Low quality. Unprofessional. Not value for money. Slow service. Poor and scarce room amenities. Items not replaced after cleaning. ,2,30-Dec-21,
M Social Singapore (SG Clean),"Service was really below expectations, and in terms of cleanliness, I would say it barely made it.",4,14-Dec-21,
M Social Singapore (SG Clean),"Front desk service was very slow and rude. I noticed not just to me but to other customers as well. It was my 4th time visiting the hotel,this is the worst. ",4,15-Feb-22,
M Social Singapore (SG Clean),"Check in took 45min - 1hour, Alcove patio room was small and smelled wet musty (probably because the sink is in the room not in the toilet). Toilet was small. Room service told us they do not have wine glasses available nor wine openers. Stay would be good for a quick hit and run one-night stay for travelers but for a staycay it honestly was pretty disappointing. ",6,13-Dec-21,
M Social Singapore (SG Clean),"- Check-in was terrible- had to wait in a long queue for 45 minutes outside the lobby. It was a very warm and humid day and there weren't any fans outside. Queue extended from the lobby all the way to outside the hotel property.
- Checked in online a day before my stay. It's useless and a waste of time. I still had to queue up and had to do the check in process at the counter- which took another 10 minutes.
- No safe distancing measures outside the lobby while in the queue to check-in (no markings on the ground etc).
- They seem to be still largely unprepared to handle check-in crowds. Meanwhile, other hotels have implemented staggered check-in times to prevent large crowds and an unpleasant check-in experience.
- TV was glitchy, especially when using the Chromecast function, almost impossible to watch content till the end.
- Bathroom door was heavy and almost impossible to properly close or lock.
- Requested for an ironing board- it had burn marks and creases.
- Terrace was dirty and leaves were all over the seat outside.
- Unconventional square-shaped pillows were terrible and caused  induces neck-pain while sleeping.",2,5-Dec-21,
M Social Singapore (SG Clean),"Generally, it was still consider a good & pleasure stay for me. I would like to compliment Ras, manager (especially) and also the staff for trying their best to fulfil their duty and make the stay a good one for all the guests. Despite at this challenging covid times. Looking forward to stay at M social again with a better improvement. Stay positive. Go team. Cheers! J",8,5-Dec-21,
M Social Singapore (SG Clean),"Booked a 2pm check in slot which reservation acknowledged. Got our keys within 25 mins. Four check in stations were operating. Staff polite and courteous. Extra time needed for safe distance purposes. 
Rooms with loft beds quite airy and spacious feeling. Well equipped room with nespresso machine. 
Unfortunately our key card failed after 24 hours and we reloaded it. The staff ensured our identity carefully. We made use of our welcome drinks coupon at the Beast and Butterfly twice. Food was great. Portions reasonably sized. No complaints at all. Paid carpark was reasonable and there were sufficient lots.",10,14-Dec-21,
M Social Singapore (SG Clean),Great location. ,8,11-Mar-22,
"Mandarin Oriental, Singapore","Attended a weekend lunch at oriental ballroom, happy to be serviced by Joanne, Rose, Jimil, Akhil. They are attentive and friendly. Menu selection is modern and food is delicious. I had a enjoyable lunch at Mandarin Oriental, happy to visit here again soon!",10,Jan-22,
"Mandarin Oriental, Singapore","Had 1 night stay with my partner. So sweet to provide the champagne, pineapple tarts, chocalates and cakes. Didn't expect it actually Thank you very much Hotel. Staffs were very friendly and polite too. Lovely views of skyline/cbd - managed to get the top floor  Took some photos and posted on my instagram - ig @naughtynareshy",10,Dec-21,
"Mandarin Oriental, Singapore","I participated in a wedding lunch here and the food was great! Overall the service was great too. Great experience! The ambience, furniture, amenities was pretty awesome. I felt comfortable and very well served here. The hotel environment was very clean and safe distancing measures was well executed. ",10,Jan-22,
"Mandarin Oriental, Singapore","Thoroughly enjoyed the food, and service was great! I’d like to specially compliment Cindy, who attended to our table, for the excellent customer service provided. Thanks for playing a part in making this special family event a very memorable one :)",10,Jan-22,
"Mandarin Oriental, Singapore","Nice ambient & good service; my drinks are refilled promptly and used plates were cleared fast, happpppy and satisfied wedding dinner! Will be happy to be back to attend another wedding! The toilets are clean as well!",10,Jan-22,
"Mandarin Oriental, Singapore",The service crew were really fast and polite. Dayna was very attentive in refilling the drinks and had a very pleasant demeanor!   The place was very elegant and spacious. The lights were very pretty as well!,10,Jan-22,
"Mandarin Oriental, Singapore","Attended my cousin's wedding banquet at Mandarin Oriental Singapore. The food was good and the server of our table, Dayna, was friendly and proactive throughout the service. Really great job!!   Overall, a great experience here at Mandarin Oriental",10,Jan-22,
"Mandarin Oriental, Singapore","Its was our second time celebrating the kiddos birthday here. The kids loved it here, particularly the pool. they had a nice gym for the parents to burn the calories off after a wonder meal the meltz cafe.   They had ballons decorated and even a photo for keepsake on this special day. Love their service.  The staff was really extremely helpful and we really appreciate it. shoutout to gym staff lany taking good care of us during our gym. Beverly who handled out checkout to sort out the dining credit issue. Will definitely recommend it",10,Jan-22,
"Mandarin Oriental, Singapore","Upon check in, they offered a cake to be send to the room the next as it is my birthday celebration. On the 2nd day, called the reception numerous times. The cake was only delivered after expressing disappointment. Waited more than 2 hrs for the cake. Pls honour your promises mandarine oriental. Indeed my my birthday celebration is ruined. Won’t be back for sure.",2,Jan-22,
"Mandarin Oriental, Singapore","Booked a wrong package thinking it is good deal one for one.  We were shocked to realise the Trip.com's price online is only for one night at exorbitant price for Deluxe room with breakfast. The perks are 2 breakfast for kids, which is no use to us , coming to our 60's. We frantically tried to change to normal room with no breakfast ( 40% cheaper )  but all failed after multiple communications with hotel through Trip.com.  All turns well the moment I alighted from my car. Well greeted and immediate help with my soft luggage , and the young man at reception was patient , gentle and kind enough to help upgrade to a premium room with great view of the Bay.  Room was comfortable , amenities great especially the shampoo that left my hair soft & bouncy. Bath came with bath salt,…",10,Jan-22,
"Mandarin Oriental, Singapore","Dear MO,  Thanks once again for a memorable and awesome staycation on the 15th of Jan 2022. It’s our 2nd time here and we came to celebrate my daughter’s 6th Birthday.   From the moment we dropped off, chan the doorman greeted us and immediately helped sign my luggage I was with my 2 small children. He passed me a tag and told me he will bring the bags up to the room.   We went in and check-in was smooth and fast. Staff was very friendly and kind. Balloons were given to my kids and I was given a small box of pineapple tarts as well.   We went up to the room and the view was so beautiful. Hotel’s pool and the flyer was on the left and MBS was on the right. We could even see the ocean. This is one of the best views ever! My kids were so excited. Room was bright and clean, toilet…",10,Jan-22,
"Mandarin Oriental, Singapore","Delighted to have spent 2 weekday nights here. I was greeted by friendly FO staff Jeff who patiently explained details of my stay to me. Pleasantly grateful for an Ocean View room upgrade and a late check out since I had checked in to get some work done as well. Fantastic and quality amenities were provided. From Diptyque Shampoo, Conditioner, Body Wash and Lotion to the complimentary Tapping Tapir sparkling sodas. I also support the hotel’s initiative for no plastic waste. Water is stored in huge glass bottles and no disposable plastic bottles are given. I appreciate the turn down service provided which gave me a welcoming experience when I returned to my room at night. Simple gestures like tidying my cable wires or putting a clean cloth underneath my toiletries are very much…",10,Jan-22,
"Mandarin Oriental, Singapore","Due to the pandemic, my family has tried staycations in most of the top hotels in Singapore and by far, Mandarin Oriental is at the top in terms of quality of stay and service.   The Marina Bay Suite is such a nice room for a family staycation. Everything about this hotel is 5 Stars! The staff are polite and helpful. Check in and check out was a breeze. Being a fan of M.O has great perks. The interior design and architecture of this hotel is Insta-worthy. The pool is great for both adults and kids. The room was huge and everything you would expect from a 5 star hotel. They gave us a complimentary roll away bed for one of my daughters and the roll away bed was already ready when we arrived in our room. Plus point is the balcony with a wonderful view of MBS, MBFC and the CBD. It…",10,Dec-21,
"Mandarin Oriental, Singapore",I am very very happy with my room upgrade. Its my second time to celebrate my birthday in Mandarin Oriental Singapore and the whole team has never fail to impress me with their service for excellence and hospitality. The view was spectacular and the experience is one of a kind. Thank you MO Singapore for never letting me down. You always make my Birthday and Christmas a happy memory. Thank you for the birthday surprises. The best hotel to celebrate special occasions. See you in my next staycay.❤️,10,Dec-21,
"Mandarin Oriental, Singapore","Excellent service at the wedding banquet of my brother-in-law. Highly attentive throughout and extremely thoughtful. We had both the oldest and youngest person in the room at our table and Alice, our server for the evening, went the extra mile to ensure that the food was served according to their needs such as chopping up the food to smaller bite-sized portions. Kudos to both her and the banquet manager Kang Le for running an excellent service.",10,Dec-21,
"Mandarin Oriental, Singapore","Attended my cousin’s wedding banquet here. Great ambience, service and food quality. Staff were all attentive and friendly. Special shout out to Cindy for attending to our table and making our dining experience an amazing one!",10,Jan-22,
"Mandarin Oriental, Singapore","Came here for our cousin’s wedding and genuinely enjoyed the food and the service provided! Staff were patient, helpful and courteous! :) otherwise, the ballroom was well kept and the atmosphere was great! A hard recommend!",10,Jan-22,
"Mandarin Oriental, Singapore","Attend Wedding banquet, service was excellent, attentive service by staff, staff who were serving my table are Joanne, Rose, Jimil and Akhil. Our drinks were never left empty, any request were attend promptly, can also see good team work, helping one another with task so no customers are left waiting.   Cheers !",10,Jan-22,
"Mandarin Oriental, Singapore","It's been  a great and awesome experience staying at Mandarin Oriental. I celebrated my wedding anniversary with a simple celebratory gift idea that left a memorable mark that will last forever.  The ambience was conducive and warmth. Staff was welcoming, courteous  and very accomodating. Looking forward for another stay at MO.",10,Dec-21,
"Mandarin Oriental, Singapore","Aisha and Kangle were very on point with the service for wedding lunch reception.  They were very attentive and made sure the table was served promptly.  They also made sure that our glasses were always topped up and full.   Compared with other experiences, they were above the rest",8,Jan-22,
"Mandarin Oriental, Singapore","We had booked two Ocean view rooms with Mandarin Oriental during the Chirstmas season . The reservation officer Ms Joey Loo was very helpful and attentive. Our request for a connecting room was fulfilled and she reminded us that due to Coiv-19 restrictions we can only have a maximum of 5 person in the room.   This hotel is conveniently located to Marina Square and Suntec City . Upon our arrival, we were greeted with top notch customer service experience . Checking in was a breeze, the doorman and front desk staffs were very polite.   Knowing that it was my birthday, the hotel staffs had pre-decorated my room with a birthday card and some balloons. There was also a complimentary slice of chocolate cake. Thank you for the thoughtfulness!   The room was of reasonable size.We had…",10,Dec-21,
"Mandarin Oriental, Singapore","Our family visited Melt Cafe at Mandarin Oriental on 1 Jan 2022. The food was amazing (we loved the truffle oysters and sashimi) and the restaurant staff with us, Gui Ting and Joy, were attentive and helpful. Really enjoyed our dinner and looking forward to coming back soon!",10,Jan-22,
"Mandarin Oriental, Singapore","Amazing Food and Service, was served by Hong Ye and his team. Impressed with the professionalism and hospitality displayed by them. Food was great as well. Highly recommended! do contact me should you require any verification",10,Jan-22,
"Mandarin Oriental, Singapore","As the title suggest, service was excellent, staff was friendly and helpful, we were served by Hong Ye and Dayne.  Food was great too I love the fusion. Never had Cod fish with Pumpkin before and I really love it! Overall great food, great ambience, friendly and helpful staff!",10,Jan-22,
"Mandarin Oriental, Singapore","I had a fantastic time working with the crew of the banquet hall for the wedding of my friends. I would especially like to point out the main coordinators, Tim, Jason, and Sulaiman, for their wonderful support, and the great servers Rose, Jimil, Akhil, Rintu, and Nikhil who attended to my table of people.  All the staff were very careful about keeping the safe-management measures, and were all very professional and handled everything smoothly. I am very impressed with the standard of care of all the staff, and would be pleased to come back again.",10,Jan-22,
"Mandarin Oriental, Singapore","This is truly one of the finest hotel in Singapore. Located in a quiet yet convenient location, this hotel offers views of the Marina Bay area, flyer and Suntec side. Booked a room facing the Marina and what an amazing view, both day and night.   They have upgraded the bathroom amenities to diptyque but no longer individual bottles, but refillable one. Eco-friendly. Same goes for water.",10,Dec-21,
"Mandarin Oriental, Singapore","The check-in progress was well attended to by the staffs and they were friendly and attentive.  Upon entering the room, we saw that the room was well prepared and everything was fantastic. The ocean view was great and the complimentary amenities was really thoughtful and nice.",10,Jan-22,
"Mandarin Oriental, Singapore","We chose Mandarin Oriental for our 10th Wedding Anniversary staycay celebration last Christmas and I’m glad I did. The team exceeded our expectations in every way and made the occasion extra memorable.  The room is spacious and clean, and they were very generous to offer us a room with Marina Bay view. A gesture my toddler and I appreciate very much. We spent most of the time staring out of the window, some time looking at the joggers, some time trying to spot the drone flying around, or just admiring Singapore’s beautiful skyline.  We also love the amenity for FANs of MO. They are giving out Taiwanese-style Pineapple Tarts this season which are absolutely delicious! MO had them specially made in Taiwan - the filling isn’t too sweet with a slight tang, and encased in a fragrant,…",10,Dec-21,
"Mandarin Oriental, Singapore","Had a most memorable birthday celebration in Mandarin Oriental. MO lived up to its name, being one of the world's foremost luxury hotels. The room is amazingly spacious with its stunning skyline view. MO by far has been the best hotel ive stayed. They have a team of very friendly, attentive and approachable staffs who are always there to attend to your needs. We are always greeted warmly and welcomed into MO. Would like to have a special shout-out to Ms Isabel who attended to us during our check-in. Her friendliness and sweetness left us with a pleasant day throughout our stay. A simple decoration in the room make my day extra special as the team put in effort in the setting up of deco. Appreciate the special personal touched that MO had in place. They have a sms system where…",10,Jan-22,
"Mandarin Oriental, Singapore",Excellent stay for family with great offers from hotel.  Staff are attentive to our needs.  We were provided with daily turn down services and the daily coffee/ tea were promptly replenished. We do hope to come again.,10,Dec-21,
"Mandarin Oriental, Singapore","Food was good, especially the fish faw broth. My kids love it. They were also generous with their buns which made my little girl happy.  Server Rose and Akhil were great and attentive throughout the course of the meal.",10,Jan-22,
"Mandarin Oriental, Singapore",The food was good and service was warm and friendly. Rose and Akhil served us and they were very helpful. Loved the chilli crab and hot bun! Ambience was good and we really enjoyed ourselves. Overall a good experience.,8,Jan-22,
"Mandarin Oriental, Singapore","Thank you MO and Team for making my wife’s birthday celebration a memorable one. Despite having additional checks during this pandemic, the frontline staffs maintained a professionally friendly and helpful service attitude. Also, we can see the efforts from back of house staff for the preparation, support and assistance to clear our mess (apologies).  Quick review of hotel and services during our short stay.  Service 5/5 Special thanks to Margaret at front desk who handled both our check-in and check-out seamlessly.  Room 4.5/5 For balcony rooms, smoke from other floors may be expected. The balcony also happen to be noisy (from ventilation fans?) Room cleanliness and facilities are great!  Room Service and In-room Dining 4.5/5 Definitely has room for improvement, but I shall not…",10,Jan-22,
"Mandarin Oriental, Singapore","Friendly front desk staff. Wide selection of breakfast buffet choice. Check in process is smooth and fast. Hotel room is spacious and clean. For better human traffic control in swimming pool usage, only an hour slot is given.",10,Jan-22,
"Mandarin Oriental, Singapore","My wife and I just hosted our wedding reception at MO. The service provided my the staff were impeccable. Since our confirmation with event manager, Roger last February, he has been very responsive to our queries and requests. Hosting a wedding during COVID is filled with uncertainties, but we were duly assured by Roger every step of the way.   Come wedding day, Roger personally received us at the check in and also helped ensured that everything ran smoothly. He also assisted in last minute requests such as having a car park lot for our Solemnizer and having a room for our guests to change etc. Banquet staff were very very helpful throughout our banquet. Thank you Jason for guiding us patiently for the march-ins and Yingying for helping me with my gown throughout the whole night…",10,Jan-22,
"Mandarin Oriental, Singapore","Premium hotel with quality services delivered by hotel personnel. Awesome view of the bay from my room.  Conveniently located with the shopping malls, Esplanade and restaurants just footsteps away.  Have enjoyed my stay and would return for future stays.",10,Jan-22,
"Mandarin Oriental, Singapore","Celebrated Mum's birthday and this was my first trip to MO. There were balloons, cake and kuih all set up waiting for us! I was speechless!!   Front desk manager, Andrew Santos was so welcoming and efficient we were in our room in a jiffy. Splendid service from housekeeping and room service too! Thank you Mandarin Oriental ..I will be back :) Truly wish the next time I stay there would be halal selections that I could dine in for room service.",8,Jan-22,
"Mandarin Oriental, Singapore","It's been a number of years since I last stayed at the MO Singapore... Whilst it's aged it's done so gracefully... The staff remain attentive, helpful and genuinely engaged - wanting to be of service and to ensure a lovely experience. Whether it was the amazing Margaret at the front desk, Sabrina the brilliant concierge or the staff at the infamous Morton's - the MO Singapore front of house really make the stay special! An oldie but a Goldie!",10,Jan-22,
"Mandarin Oriental, Singapore",Our first time staying at Mandarin Oriental and we totally enjoyed our stay. The check-in at reception was with the warmest hospitality inclusive of the hotel staff that we interacted with over the 4 days family staycation.  The breakfast provided at Melt Cafe was sumptuous spread of intercontinental breakfast. Booking of hotel amenities was easy with the WhatsApp services. We enjoyed the pool daily with had a great view of Marina Bay and CBD scenery. Beautiful especially at sunset!  Overall very positive experience and hope to come back again for family staycation. Thank you all staff of Mandarin Oriental!,10,Dec-21,
"Mandarin Oriental, Singapore","The night view of Ocean View is very very attractive and unforgettable. The staff were very helpful, friendly and prompt, as well as attending to my propose decoration requests. Fantastic and delicious breakfast buffet in the morning. Thank you so much!!",10,Dec-21,
"Mandarin Oriental, Singapore","We had our two days staycation in the bay view king room. The view was just fantastic and we enjoyed so much! The hotel staff was extremely friendly upon checking and check out, and room service was good. The pool was quite fun with sheltered bed and city view. Not crowded also, my daughter enjoyed it so much. I love the gym, lovely environment and sufficient equipment. Overall, it was definitely a wonderful experience for my whole family!",10,Dec-21,
"Mandarin Oriental, Singapore","Special thanks to Ms Juliana, no words can comprehend how thankful we are to have her assisting our event.   We had our small private ROM dinner at MO on 2 Dec 2021. During the early stage of the planning, it wasn't really smooth sailing as we were being assigned with different event coordinators from MO time to time. Each of the coordinators had rendered us with great assistance but was a hassle having to go through the details repeatedly each time. With the information differ from various coordinator, we slowly losses our faith and were even thinking of changing venue (1 month) prior to our dinner.   Thankfully, we were being assigned with Ms Juliana who had given us great assurance that the event will turn out well. She went beyond and above her duties in assisting us…",10,Dec-21,
"Mandarin Oriental, Singapore","Thanks YZ for a hospitable time in taking care of the bridal table which I was at, being attentive and quick to respond to the various requests. Overall, food was delicious and great! Thanks once again!",10,Dec-21,
"Mandarin Oriental, Singapore","My friends (kokkeong,weijian) and I attended wedding lunch here. Service (from Rose & Jimail) was attentive, pleasing and I would say, one of the best that I had in Singapore.   They knew what we wanted(which was more drinks) and they knew to serve up the drinks intuitively. It was delightful and it certainly made our day. Thumbs up!    Food was, of course, one of the best in Singapore (MO)",8,Dec-21,
"Mandarin Oriental, Singapore","We decided to hold our wedding luncheon here because of the many good reviews we've seen, and we did not regret our choice. From the food, to the service, to the stay, it's all top notch. Our guests have nothing but compliments.   Special shoutout to: April, Wendy and Tim. Thank you for accommodating our many requests. Especially for Tim, many of our requests are quite last min and he helped us as best as he could. Really appreciate it a lot!  To the banquet and valet team: Jobin, Alice and Mr Sun and the staff assisting the event. Kudos for being so attentive and ensuring that the event runs smoothly. We actually forgot to get lunch for our emcee and Jobin was quick and decisive to help us settle it. Throughout the whole event they have been ensuring us everything will be fine.…",10,Jan-22,
"Mandarin Oriental, Singapore","We had our wedding at MO and would like to thank April, Wendy, Jegan and team for the wonderful help! They are experienced, accommodating and friendly. Especially to Jegan and team, many thanks for ensuring the banquet schedule flows well, taking care of every details of the event, and always looking out for us if we need help. THANK YOU!",10,Dec-21,
"Mandarin Oriental, Singapore",Pardeep and Mehlo at the pool were very helpful and attended to all our needs. They are friendly and approachable. Great guys to have around the pool area. Obviously passionate about their job! Keep up the good job 👍,10,Dec-21,
"Mandarin Oriental, Singapore",Great dinner service by the staffs especially Mr Hong Ye. They ensure social distancing and the safety of all guest. His service is impeccable. He has always ensure that there is enough food and beverage in front of us.,10,Dec-21,
"Mandarin Oriental, Singapore","V good service. Stayed in the suite which is v spacious- plenty of room for the kids to run around! Great job with fun kids balloons arranged in the room with the kids names, and lovely cake and kueh treat. We were having a belated staycation treat for my daughters birthday and it was a great time for all of us. Thanks Beverly, Sari, and Katya. Awesome!",10,Dec-21,
"Mandarin Oriental, Singapore","A special appreciation to Roger our wedding coordinator at MO and operation in charge, Jason and AV Manager Satia for making our wedding process and day such a fuss free one. Food was superb too. I knew we were in good hands from the very beginning.",10,Dec-21,
"Mandarin Oriental, Singapore","attentive servers(rosemol and jimil). they were very on the ball. food served promptly, drinks topped up promptly. always asking us if we needed anything else. made us feel welcome even though we were probably being a nuisance HA HA HA",10,Dec-21,
"Mandarin Oriental, Singapore","Perfect wedding lunch. Organizers were thoughtful throughout. Fast service. Everything was a breeze. Was really impressed with ops manager G.Jegan for the wedding!. Well done. He knows everything and was very patient with all the enquiries. With him being in charge, you need not worry. Everything was smooth and perfect. Highly recommended",10,Dec-21,
"Mandarin Oriental, Singapore","MJ was very accomodating and made sure that our 20th anniversary was special. She took care of us and everyone is very pleasant. Breakfast was also awesome. It was also a good experience swimming with a great view. Will definitely recommend staying here with friends, family or even just like us, couples. ",10,Dec-21,
"Mandarin Oriental, Singapore","Attended wedding lunch on 11 Dec and was thoroughly impressed with 3 service staff (Hong Ye, Dayna and Rou Jie). From the get go, Hong Ye took the initiative to ask about my toddler niece's needs. He offered to serve dishes in a particular manner, provided appropriate utensils and constantly checked on us throughout the meal to ensure we had all that we need to feed a hungry toddler. He gave clear instructions to his peers Dayna and Rou Jie and they were extremely attentive to us as well. I have to say that I have never met better service crew and they deserve greater recognition and/or reward! This is the first time I am actually writing a review for service crew because the 3 of them, especially Hong Ye, have impressed us greatly. Keep it up guys! :)",10,Dec-21,
"Mandarin Oriental, Singapore","Kudos to Chef Tan Eng Kok! A most sumptuous wedding lunch. All dishes were exquisitely crafted. Well served also by waiter Hong Ye, Dayna & Routie. Most attentive to our reqeusts. You've got a great team there, Mandarin Oriental!",10,Dec-21,
"Mandarin Oriental, Singapore",The staff was awesome as their services were really good and they were very attentive. The moment our cups was left half filled then they would refill them almost instantly. Their responses was quite good too as well.,10,Dec-21,
"Mandarin Oriental, Singapore","It's been a while since I've been back to Melt and the standards have not disappointed me. Food was great (esp the Indian cuisine & desserts) and though the restaurant was running at full capacity, service was great too!",8,Dec-21,
"Mandarin Oriental, Singapore",Me and my husband held our wedding at MO Singapore and we got to say it’s the best decision ever. Food was highly praised by relatives and friends and the whole reception went very smoothly with the help of the banquet team. Alice and Jobin from the banquet team was amazing! Our WC Juliana was also amazing as she guided us through the process from day 1.   Highly recommend MO for every occasion and a fuss free experience!,10,Dec-21,
